PERMNO,REPDATS,STATPERS,qtr,year,FPEDATS,RETURNLead,sector,RETP1,RET2P1,SIZE,frev,LTG,SUELag,SGLag,TALag,CAPEXLag,BPLag,EPLag,anFor,anForLag,FE,FELag,actual,CONSENSUS,label,newSTATPERS
P53065,2/22/1999,1/14/1999,4,1998,12/31/1998,-0.004012841,25,0.173745781,0.112616243,9.317212,0.00E+00,14.51,1.70E-01,3.40E-01,-2.97E-02,-5.97E-03,1.740870896,0.048920863,-1,-1,-0.012987013,-0.012987013,0.38,0.39,1,4/3/1998
P53065,2/23/2000,1/20/2000,4,1999,12/31/1999,-0.124510869,25,-0.001500891,-0.033753063,9.716813,2.25E-04,14.46,NA,9.16E-01,-1.79E-02,-3.39E-03,1.029241165,0.063501945,3,0,0,0,0.44,0.44,1,4/6/1999
P53065,2/27/2001,1/18/2001,4,2000,12/31/2000,-0.011644767,25,0.060904432,-0.173043686,9.502504,-1.60E-04,14.64,-3.68E-01,1.87E+00,3.09E-02,2.72E-03,0.752423579,0.000291121,1,-2,-0.041666667,-0.041666667,0.46,0.5,1,4/6/2000
P53065,2/28/2002,1/17/2002,4,2001,12/31/2001,-0.054554902,25,0.115754708,-0.330745556,9.321961,-9.72E-03,14.23,NA,1.06E+00,-9.44E-03,-2.72E-02,0.522783992,0.017794632,-3,-3,-0.016393443,0,0.3,0.31,1,4/6/2001
P53065,3/6/2003,1/16/2003,4,2002,12/31/2002,0.206140384,25,-0.487881421,-0.157470364,8.601111,-4.43E-02,13.1,NA,1.54E+00,NA,-8.88E-04,NA,NA,-1,-3,-0.6,-0.6875,0.05,0.2,1,4/12/2002
P53065,3/9/2004,1/15/2004,4,2003,12/31/2003,-0.092625402,25,-0.032676173,0.254008579,8.782992,-9.29E-02,13.33,NA,1.40E+00,-8.15E-03,-1.46E-02,1.000217509,-0.022106632,0,-2,-1,-1,-0.26,0.13,1,4/18/2003
P53479,1/23/1997,12/19/1996,4,1996,12/31/1996,0.063366339,40,-0.002572987,-0.11339477,8.19415,1.11E-03,10.88,-9.68E-01,7.70E-01,-2.98E-03,NA,2.302977102,0.060837696,0,1,0,0,0.22,0.22,1,3/26/1996
P53479,1/21/1998,12/18/1997,4,1997,12/31/1997,-0.136741221,40,0.26038608,-0.056588531,8.627308,3.76E-03,10.86,-1.24E+00,1.04E+00,4.34E-02,NA,4.721137122,0.10501992,0,0,0,0,0.27,0.27,1,3/26/1997
P53479,1/20/1999,12/17/1998,4,1998,12/31/1998,0.023858214,40,-0.19553841,-0.068881107,8.558996,2.04E-03,10.86,-3.19E-01,1.02E+00,-3.49E-02,NA,4.710999333,0.12060606,1,0,0.04,0.013644583,0.325,0.3,-1,3/26/1998
P53479,1/20/2000,12/16/1999,4,1999,12/31/1999,-0.12126866,40,-0.079485342,-0.050722303,8.595171,3.13E-03,11,-7.92E-02,9.59E-01,-4.67E-02,NA,7.399731807,0.125277778,1,1,0.006896552,0.023970145,0.365,0.36,-1,3/26/1999
P53479,1/22/2001,12/14/2000,4,2000,12/31/2000,-0.206814796,40,0.61840315,0.232676363,9.277314,3.21E-03,12.2,-8.98E-01,1.05E+00,1.51E-02,NA,3.462711387,0.092944297,0,3,0.016393443,0.005405405,0.465,0.45,-1,3/30/2000
P53479,1/17/2002,12/20/2001,4,2001,12/31/2001,0.081733249,40,-0.139258372,-0.080029768,9.121843,6.10E-03,12.69,-1.18E+00,8.43E-01,-9.34E-03,NA,4.375182086,0.115601023,1,7,0.043478261,0.007874016,0.72,0.66,-1,3/29/2001
P53479,1/23/2003,12/19/2002,4,2002,12/31/2002,0.023952114,40,-0.031496081,0.085520461,9.307861,6.83E-03,13.49,5.83E-01,1.08E+00,-1.26E-02,NA,1.043062524,0.080550775,6,3,0.012658228,0.012658228,0.8,0.78,-1,3/27/2002
P53479,1/22/2004,12/18/2003,4,2003,12/31/2003,-0.061098672,40,0.128449956,-0.018925622,9.661235,4.40E-03,11.78,-3.95E-01,6.13E-01,6.83E-03,NA,2.918439526,0.075752212,6,6,0,0.005464481,0.92,0.92,1,3/28/2003
P53613,12/16/1996,11/14/1996,4,1996,11/30/1996,0.069536425,45,-0.213988166,-0.92439107,8.465942,-1.00E-01,14.64,-8.58E-02,7.63E-01,-8.46E-02,-6.12E-02,12.95295786,-0.01509434,1,-2,0.272727273,1,0.035,0.02,-1,2/23/1996
P53613,12/15/1997,11/20/1997,4,1997,11/30/1997,0.042713568,45,-0.880610258,-0.083975959,9.148768,4.20E-03,19.6,7.20E-02,1.66E+00,-1.10E-01,-7.40E-02,1.495108704,0.00659436,-6,-5,-0.714285714,-0.185185185,0.02,0.12,1,2/25/1997
P53613,12/23/1998,11/19/1998,4,1998,11/30/1998,0.223903179,45,0.547749673,-0.310345343,8.488202,2.38E-02,17.25,-1.18E+00,8.34E-01,-1.55E-02,5.80E-02,1.770126032,-0.037101449,-1,2,0.254901961,0.254901961,-0.095,-0.16,-1,2/25/1998
P53613,12/22/1999,11/18/1999,4,1999,11/30/1999,0.159366265,45,0.476286216,-0.17466661,9.906807,3.65E-02,19.65,-9.39E-01,4.17E-01,-1.91E-02,1.22E-01,0.457696096,-0.0088,4,5,0.246073298,0.195979899,0.595,0.36,-1,3/4/1999
P53613,12/20/2000,11/16/2000,4,2000,11/30/2000,0.126984134,45,-0.500050648,0.841451665,10.744554,3.28E-03,20.38,-3.54E-01,9.40E-01,2.89E-04,9.71E-02,2.610670151,-0.073803191,-13,-13,-0.194444444,-0.008547009,0.58,0.86,1,3/1/2000
P53613,12/18/2001,11/15/2001,4,2001,11/30/2001,0.141384393,45,0.06695453,0.324560851,10.021529,-5.08E-02,19.13,-1.38E+00,7.45E-01,2.50E-02,8.08E-02,0.932577352,0.042957335,0,-10,-0.073170732,-0.12,-0.44,-0.38,1,3/9/2001
P53613,12/18/2002,11/14/2002,4,2002,11/30/2002,-0.383934259,45,-0.210073501,-0.124399218,9.249563,-1.09E-02,18.73,-1.18E+00,7.07E-01,-7.58E-02,-1.71E-01,49.68143318,-0.019240506,6,-12,-0.386666667,-0.161290323,-0.52,-0.23,1,3/1/2002
P53613,12/23/2003,11/20/2003,4,2003,11/30/2003,0.035357419,45,-0.246095814,-0.459228323,9.077742,1.51E-01,16.9,0.00E+00,2.00E+00,-5.27E-02,-1.43E-02,6.327014524,0.123589743,-1,5,1,0.111111111,0,-0.07,-1,2/28/2003
P53831,1/27/1997,12/19/1996,4,1996,12/31/1996,0.036544852,25,0.078354476,-0.223157297,6.930313,2.04E-02,9.6,2.04E+00,9.30E-01,3.79E-02,5.09E-03,1.129114284,0.082868526,1,2,0.075144509,0.075144509,0.2325,0.2,-1,4/9/1996
P53831,1/22/1998,12/18/1997,4,1997,12/31/1997,-0.088524587,25,0.35162367,-0.146816323,7.727384,1.42E-02,10.33,-8.85E-01,7.07E-01,2.70E-02,-4.56E-03,2.57252903,0.11942029,0,2,0.021097046,0.021097046,0.3025,0.29,-1,4/8/1997
P53831,1/26/1999,12/17/1998,4,1998,12/31/1998,-0.041608877,25,0.140483828,0.001783184,7.591899,1.84E-02,18.74,NA,1.65E+00,-2.73E-03,-1.48E-03,4.112798613,0.145815603,3,8,0.078651685,0.076923077,0.48,0.41,-1,4/8/1998
P53831,1/26/2000,12/16/1999,4,1999,12/31/1999,-0.108860761,25,-0.515689299,-0.28892093,7.244455,-3.35E-03,12.92,-6.70E-01,1.11E+00,-2.71E-01,-1.31E-02,8.232130082,0.223505154,0,0,0,0.014218009,0.52,0.52,1,4/8/1999
P53831,1/23/2001,12/14/2000,4,2000,12/31/2000,0.087254576,25,0.640758427,0.031077892,7.822462,7.17E-03,12.4,2.17E-02,3.29E+00,1.80E-01,-1.32E-03,5.07875129,0.1640625,-1,-2,0.046728972,0.020833333,0.56,0.51,-1,4/7/2000
P53831,1/23/2002,12/20/2001,4,2001,12/31/2001,0.041863713,25,0.45400899,0.128821529,8.06357,1.12E-02,13.5,NA,8.81E+00,-4.64E-03,4.58E-03,4.426211953,0.196843292,2,1,0.05479452,0.047619048,0.77,0.69,-1,4/5/2001
P53831,1/22/2003,12/19/2002,4,2002,12/31/2002,0.054183215,25,-0.116584602,0.052938019,8.10381,1.53E-02,13.65,-6.58E-01,1.59E+00,2.48E-02,1.78E-04,1.727187098,0.107082833,6,0,0.077586207,0.077586207,1.25,1.07,-1,4/3/2002
P53831,1/20/2004,12/18/2003,4,2003,12/31/2003,-0.016256386,25,0.162703109,0.285042457,8.799511,1.63E-02,17.72,1.73E+00,9.39E-01,1.38E-01,7.42E-04,0.652495766,0.043995244,1,0,0.03565365,0.107692308,1.525,1.42,-1,4/3/2003
P53866,1/7/1997,11/14/1996,4,1996,11/30/1996,0.030674847,25,0.022003234,0.140524066,6.888017,1.07E-02,14.57,-8.89E-01,5.51E-01,-6.38E-02,2.33E-03,0.623761359,0.033055556,1,2,0.016232169,0.016232169,0.1033,0.1,-1,3/14/1996
P53866,1/6/1998,11/20/1997,4,1997,11/30/1997,0.087420046,25,0.411518182,0.152740572,7.508982,8.40E-03,17.5,-1.16E+00,8.38E-01,-7.00E-02,-9.73E-02,1.965889476,0.056708861,2,4,0.037037037,0.037037037,0.14,0.13,-1,3/14/1997
P53866,1/6/1999,12/17/1998,4,1998,11/30/1998,-0.147727266,25,0.191901098,0.093011431,7.689297,1.01E-02,18.18,6.34E-01,7.55E+00,3.16E-03,5.56E-02,1.520560427,0.082877698,0,1,0,0.043478261,0.17,0.17,1,3/4/1998
P53866,1/4/2000,11/18/1999,4,1999,11/30/1999,-0.01532567,25,-0.5608913,-0.081165014,8.131835,1.15E-02,21.92,8.34E-01,8.87E-01,-5.51E-02,9.71E-02,0.735401984,0.065207547,-1,-1,0,0,0.21,0.21,1,3/3/1999
P53866,1/3/2001,12/14/2000,4,2000,11/30/2000,0.154518947,25,0.222451553,0.192656887,8.032807,9.67E-03,20.38,4.62E-02,5.05E-01,7.92E-02,-1.02E-01,1.826727577,0.077593985,-12,-9,0,-0.027027027,0.24,0.24,1,3/1/2000
P53866,12/20/2001,11/15/2001,4,2001,11/30/2001,0.008053701,25,0.091583497,0.313780741,8.548901,4.12E-03,19.16,2.12E+00,1.74E+00,2.66E-01,8.78E-02,0.317410912,0.041507997,1,-8,0,0,0.29,0.29,1,2/28/2001
P53866,12/19/2002,11/14/2002,4,2002,11/30/2002,0.060528971,25,-0.229653716,0.081837824,8.506848,6.75E-03,17.9,-1.10E+00,9.92E-01,9.07E-03,-7.04E-02,2.163423264,0.052753623,1,1,0.015384615,0,0.33,0.32,-1,2/27/2002
P53866,12/18/2003,11/20/2003,4,2003,11/30/2003,-0.068040453,25,-0.133312,0.079199228,8.840584,5.57E-03,16.89,1.27E+00,5.60E-01,1.20E-01,2.79E-02,0.265225609,0.018138801,-5,-1,-0.013333333,0,0.37,0.38,1,2/27/2003
P54148,1/23/1997,12/19/1996,4,1996,12/31/1996,0.077235773,25,-0.060447966,-0.429436768,6.572711,-2.76E-03,11.5,8.61E-02,2.05E+00,-7.57E-02,0.00E+00,6.608485828,0.213873418,1,-2,0.058823529,0.058823529,0.135,0.12,-1,4/4/1996
P54148,1/22/1998,12/18/1997,4,1997,12/31/1997,0.020926757,25,0.078769098,-0.08930408,6.790622,2.35E-03,10.56,3.64E-01,1.08E+00,4.53E-02,0.00E+00,4.376092251,0.082875817,0,-2,0.00729927,-0.011494253,0.1725,0.17,-1,4/3/1997
P54148,1/21/1999,12/17/1998,4,1998,12/31/1998,0.092134833,25,-0.097378935,0.230969015,7.090562,1.32E-02,11.89,5.03E-01,1.01E+00,5.06E-02,0.00E+00,3.685980752,0.167371274,1,1,0.041916168,0.01754386,0.2175,0.2,-1,4/3/1998
P54148,1/21/2000,12/16/1999,4,1999,12/31/1999,-0.224999994,25,-0.092363263,-0.221017967,6.880836,3.25E-02,11.25,7.49E-01,8.19E-01,NA,0.00E+00,6.291428918,0.207630057,1,8,0.142857143,0.058823529,0.4,0.3,-1,4/7/1999
P54148,1/25/2001,12/14/2000,4,2000,12/31/2000,-0.182222217,25,0.829156271,0.018775575,7.469431,2.73E-02,11.5,1.50E-01,1.66E+00,-4.20E-02,1.83E-03,1.842419293,0.189928058,0,0,0.05511811,0.05511811,0.5025,0.45,-1,4/5/2000
P54148,1/29/2002,12/20/2001,4,2001,12/31/2001,0.055518322,25,0.06730501,0.038289309,7.881051,-9.50E-03,11.42,3.83E-01,1.06E+00,-3.83E-02,NA,8.873695588,0.131810767,0,0,0.028423773,0.028423773,0.4975,0.47,-1,4/4/2001
P54148,1/28/2003,12/19/2002,4,2002,12/31/2002,0.044077724,25,-0.203226667,0.247518019,7.98141,6.40E-03,10.66,2.83E-01,8.88E-01,-3.13E-02,0.00E+00,3.273643809,0.1402768,0,0,0.025830258,0.025830258,0.695,0.66,-1,4/3/2002
P54148,1/28/2004,12/18/2003,4,2003,12/31/2003,-0.078402095,25,0.250686716,0.082085042,8.675626,2.00E-02,11.68,1.56E+00,1.23E+00,-2.53E-02,3.39E-03,2.322747725,0.122040876,1,10,0.018276762,0.040650406,0.975,0.94,-1,4/4/2003
P54181,1/23/1997,12/19/1996,4,1996,12/31/1996,0.033232629,35,-0.078200511,-0.081217232,7.491337,-1.90E-03,16.5,-1.53E+00,7.96E-02,-4.48E-02,-4.30E-04,0.476026331,0.047522388,-2,0,0.018518519,0.018518519,0.55,0.53,-1,3/28/1996
P54181,1/22/1998,12/18/1997,4,1997,12/31/1997,-0.034990791,35,-0.371806807,-0.138702269,7.301785,-8.16E-03,16.43,-2.00E+00,1.17E+00,-3.65E-02,6.69E-02,0.558924987,0.073529412,-1,-1,-0.031578947,-0.021276596,0.46,0.49,1,3/26/1997
P54181,1/21/1999,12/17/1998,4,1998,12/31/1998,0.079470202,35,0.028865402,-0.322941983,7.129015,-3.65E-02,14.86,-1.05E-01,1.00E+00,7.89E-02,-3.26E-02,0.245246546,0.005555556,0,0,0.161290323,0.161290323,0.18,0.13,-1,3/20/1998
P54181,1/19/2000,12/16/1999,4,1999,12/31/1999,0.10841424,35,-0.096472897,0.357266876,7.464864,3.09E-03,15.67,1.27E+00,1.11E+00,1.99E-02,-2.67E-03,0.482678589,0.04519084,0,0,0.044444444,0.016949152,0.47,0.43,-1,3/31/1999
P54181,1/17/2001,12/14/2000,4,2000,12/31/2000,-0.119047619,35,0.124309393,0.794528823,7.980305,3.04E-03,17.17,-7.60E-01,1.07E+00,-7.73E-02,1.12E-03,0.383986265,0.009861325,0,5,0.014705882,0.033898305,0.69,0.67,-1,3/28/2000
P54181,1/24/2002,12/20/2001,4,2001,12/31/2001,-0.115321249,35,0.027418789,0.061907954,7.974558,-1.40E-02,18.8,1.02E-01,8.27E-01,-2.13E-01,2.01E-02,0.569828073,0.031167359,0,0,0.012345679,0.012345679,0.41,0.4,-1,3/28/2001
P54181,1/23/2003,12/19/2002,4,2002,12/31/2002,-0.049705841,35,0.111212603,-0.397406998,7.406108,-2.12E-03,15.67,NA,1.11E+00,-1.11E-01,-8.49E-03,0.568822269,0.073381295,0,0,-0.046511628,-0.046511628,0.41,0.45,1,3/27/2002
P54181,1/26/2004,12/18/2003,4,2003,12/31/2003,0.206736386,35,-0.254023985,0.090752037,7.651792,-1.26E-03,13.81,1.00E+00,8.60E-01,-3.49E-02,-6.36E-02,0.363505986,0.021094527,0,0,0.04950495,0.04950495,0.53,0.48,-1,3/26/2003
P54690,2/3/1999,1/14/1999,4,1998,12/31/1998,0.284463882,25,-0.747554789,-0.567871399,8.289875,NA,12,1.22E+00,9.39E-01,3.13E-01,-7.35E-03,205.989478,0.446666666,0,3,0.521367521,NA,0.89,0.28,-1,1/14/1999
P54690,2/10/2000,1/20/2000,4,1999,12/31/1999,-0.065104164,25,-0.248869241,0.025778635,8.400186,-1.05E-04,17.64,3.13E-01,7.48E-01,-1.98E-02,-1.21E-02,2.308415815,0.042577031,-2,0,-0.00990099,0,0.5,0.51,1,4/2/1999
P54690,2/8/2001,1/18/2001,4,2000,12/31/2000,0.061158538,25,0.111587125,0.316719098,8.832821,1.21E-03,16.11,8.61E-03,5.56E-01,-2.26E-02,1.55E-02,1.653783185,-0.165964617,-1,-2,0.032258065,0.024,0.64,0.6,-1,4/13/2000
P54690,1/31/2002,12/20/2001,4,2001,12/31/2001,0.147403672,25,-0.161367636,0.018534709,8.683032,-4.97E-02,16.75,-9.45E-02,4.84E-02,1.96E-01,-1.99E-01,11.03883227,0.007703704,0,1,0.5,0.5,-0.01,-0.03,-1,4/4/2001
P54690,1/29/2003,12/19/2002,4,2002,12/31/2002,-0.012215628,25,-0.189284142,0.194002389,8.463377,-1.61E-02,15.23,0.00E+00,8.06E-01,5.73E-03,-1.50E-02,1.298529226,-0.128,-2,-15,0.023255814,0.023255814,0.22,0.21,-1,4/5/2002
P54690,2/5/2004,1/15/2004,4,2003,12/31/2003,0.103848279,25,0.028494291,0.258390023,8.890022,2.19E-03,14.58,2.95E-02,1.50E+01,-3.23E-02,3.13E-02,1.169356837,0.037188209,1,-17,0.135135135,0.142857143,0.42,0.32,-1,4/9/2003
P54827,1/21/1997,12/19/1996,4,1996,12/31/1996,-0.022364218,45,0.089851144,-0.132783824,8.07119,6.88E-03,16.36,5.25E-01,1.52E+00,4.55E-02,7.23E-02,1.389225755,0.0348388,0,0,0.011857708,0.011857708,0.2048,0.2,-1,3/22/1996
P54827,1/20/1998,12/18/1997,4,1997,12/31/1997,-0.151750967,45,-0.021299755,-0.02221237,8.429443,6.12E-03,16,-9.04E-01,1.48E+00,7.60E-02,1.78E-01,0.738046591,0.032849713,-1,0,-0.016949153,-0.016949153,0.232,0.24,1,3/25/1997
P54827,1/19/1999,12/17/1998,4,1998,12/31/1998,-0.22131148,45,0.371445905,-0.427342054,8.268065,2.37E-03,16.19,3.51E-01,1.43E+00,-6.58E-02,2.69E-02,1.140483262,0.050393701,-1,-1,-0.013215859,-0.013215859,0.224,0.23,1,3/27/1998
P54827,1/20/2000,12/16/1999,4,1999,12/31/1999,-0.102535829,45,0.365971513,-0.104233017,8.667552,4.84E-03,16.25,8.09E-01,1.34E+00,-5.31E-03,1.41E-02,1.177828696,0.030684932,0,-4,0.022556391,0.004329004,0.272,0.26,-1,3/31/1999
P54827,1/18/2001,12/14/2000,4,2000,12/31/2000,0.223591551,45,-0.114522979,0.131901767,9.15042,6.02E-03,16.75,8.17E-01,8.52E-01,-3.16E-02,4.09E-02,1.940283664,0.039512195,0,3,0,0.03125,0.34,0.34,1,3/29/2000
P54827,1/17/2002,12/20/2001,4,2001,12/31/2001,-0.01292412,45,-0.089999208,0.158220564,8.872727,-1.81E-02,14.86,1.02E+00,1.32E+00,3.87E-02,7.59E-02,1.090922923,0.06,0,-2,-0.04,-0.037037037,0.12,0.13,1,3/30/2001
P54827,2/15/2003,12/19/2002,4,2002,12/31/2002,0.060981453,45,-0.252725354,0.229448115,8.775317,6.49E-03,15.58,-1.30E+00,6.82E-02,-1.97E-01,1.09E-02,2.151618506,0.037431193,0,-1,0,0.034482759,0.15,0.15,1,3/29/2002
P54827,1/15/2004,12/18/2003,4,2003,12/31/2003,-0.004299161,45,-0.000273615,-0.044239977,8.546201,6.36E-03,13.38,-1.20E-01,7.95E-01,-3.14E-01,-1.62E-01,3.456509543,0.116895262,0,0,0.05,0.05,0.21,0.19,-1,4/25/2003
P55976,11/12/1996,10/17/1996,4,1996,10/31/1996,-0.03773585,30,0.079015581,-0.006721496,10.901704,-8.89E-04,13.33,5.24E-01,8.90E-01,-6.40E-02,-1.47E-03,0.232549867,0.02673913,0,-1,0,0.016393443,0.15,0.15,1,2/7/1996
P55976,11/11/1997,10/16/1997,4,1997,10/31/1997,0.14464286,30,0.098154089,0.016294902,11.398846,6.64E-04,13.23,-2.26E-01,8.69E-01,-1.40E-02,-3.89E-02,0.66958085,0.030852905,3,-2,0.014492754,-0.014084507,0.175,0.17,-1,2/5/1997
P55976,11/10/1998,10/15/1998,4,1998,10/31/1998,0.09049774,30,0.439715549,0.279958309,12.16141,1.95E-03,15.64,1.65E-01,6.17E+01,2.14E-02,2.00E-01,0.346867974,0.029753521,7,7,0.034482759,0.069767442,0.225,0.21,-1,2/4/1998
P55976,11/9/1999,10/14/1999,4,1999,10/31/1999,0.014332966,30,0.178149587,0.086605067,12.405009,2.30E-03,14.97,-1.15E+00,7.06E-01,1.02E-01,-1.09E-02,1.787003915,0.05635468,6,12,0.01754386,0.068965517,0.29,0.28,-1,1/27/1999
P55976,11/14/2000,10/19/2000,4,2000,10/31/2000,0.150137737,30,-0.258209743,-0.138972394,12.44468,1.98E-04,14.72,-2.07E+00,3.39E+01,3.18E-01,2.52E-02,1.2377014,0.060987654,-1,11,0,0,0.31,0.31,1,1/26/2000
P55976,12/13/2001,10/18/2001,4,2001,10/31/2001,0.0447869,30,0.0287573,-0.103564821,12.495344,-1.35E-03,14,-1.74E-01,8.73E-01,-1.71E-02,-5.37E-02,0.456076728,0.02681108,-2,-9,0,-0.013333333,0.33,0.33,1,1/31/2001
P55976,11/13/2002,10/17/2002,4,2002,10/31/2002,0.006535991,30,-0.030393924,-0.07342493,12.255248,1.59E-04,14.22,-1.81E-01,6.52E-01,1.12E-01,-1.62E-02,0.743810483,0.026666667,-4,5,0.012345679,0.022222222,0.41,0.4,-1,2/23/2002
P55976,11/13/2003,10/16/2003,4,2003,10/31/2003,-0.0561493,30,-0.211239998,-0.116887741,12.355128,1.70E-04,13.7,-1.10E-01,8.61E-01,-7.60E-02,-7.70E-02,2.761522576,0.053969631,3,-13,-0.010752688,0.019607843,0.46,0.47,1,1/29/2003
P56223,1/22/1997,12/19/1996,4,1996,12/31/1996,-0.01775148,15,-0.173937396,-0.223402541,7.739656,-1.47E-02,8.5,9.43E-02,6.74E+00,-8.69E-02,NA,4.769725296,0.147218935,-1,-10,-1,-1,-0.14,0.12,1,4/16/1996
P56223,1/29/1998,12/18/1997,4,1997,12/31/1997,0.055921052,15,-0.178396012,-0.148114943,7.641532,-1.74E-02,8,-6.86E-01,9.53E-01,-5.51E-02,-1.32E-01,6.504204609,-0.110421836,-3,-1,-0.379310345,-0.333333333,-0.2,-0.09,1,3/25/1997
P56223,1/27/1999,12/17/1998,4,1998,12/31/1998,0.095563144,15,0.064496068,-0.071237537,7.582961,9.99E-03,8.33,NA,4.71E-01,NA,-1.24E-01,NA,NA,-2,-1,-0.142857143,-0.142857143,0.06,0.08,1,4/2/1998
P56223,1/26/2000,12/16/1999,4,1999,12/31/1999,-0.084444441,15,-0.416186559,0.345497097,7.297167,1.74E-02,11,NA,1.54E+00,-2.95E-02,-2.79E-02,8.068980909,0.476923076,0,-2,-0.060606061,-0.03125,0.31,0.35,1,4/7/1999
P56223,1/29/2001,12/14/2000,4,2000,12/31/2000,0.101234533,15,0.303455744,-0.055774817,6.962864,-1.55E-01,8,1.57E+00,1.01E+00,5.52E-03,-4.73E-03,7.207978695,0.051004637,0,-4,-0.08,0.018181818,-0.27,-0.23,1,4/8/2000
P56223,1/29/2002,12/20/2001,4,2001,12/31/2001,0.023696775,15,-0.031548974,0.389424308,6.782916,-4.33E-02,7,2.32E+00,2.30E+00,-3.83E-02,-3.40E-02,1.863419255,0.070366492,-1,-5,-0.12,-0.018181818,-0.56,-0.44,1,4/4/2001
P56223,2/4/2003,12/19/2002,4,2002,12/31/2002,0.193150654,15,0.11133205,0.287959608,6.736904,-3.96E-02,7,7.38E-01,1.10E+00,-3.14E-02,1.06E-01,2.00954721,-0.013577982,0,-2,-0.25,-0.219512195,-0.25,-0.15,1,4/5/2002
P56223,2/5/2004,1/15/2004,4,2003,12/31/2003,0.165021107,15,0.462985553,0.359120133,7.55148,1.05E-01,7,-1.33E+00,2.13E+00,-4.76E-02,NA,3.709576406,0.102248521,3,5,0.032258065,0.295597484,1.12,1.05,-1,4/3/2003
P56232,1/13/1997,12/19/1996,4,1996,12/31/1996,0.020278551,40,0.152935773,-0.041288751,9.21194,1.64E-03,9.81,5.74E-01,1.36E+00,4.90E-02,NA,0.979803806,0.053990521,0,3,0.00591716,0,0.425,0.42,-1,3/26/1996
P56232,1/14/1998,12/18/1997,4,1997,12/31/1997,-0.077604562,40,0.117805381,0.010193391,9.538177,3.69E-04,11.38,4.73E-01,1.17E+00,5.68E-02,NA,1.5473607,0.140121212,1,3,0.058823529,0.005405405,0.54,0.48,-1,3/25/1997
P56232,1/14/1999,12/17/1998,4,1998,12/31/1998,-0.012655172,40,-0.06381736,-0.070747486,10.071487,-6.10E-04,12.1,-2.78E-01,1.53E+00,-3.81E-02,NA,7.241760153,0.086550868,0,0,0.009523809,0.004878049,0.53,0.52,-1,4/3/1998
P56232,1/14/2000,12/16/1999,4,1999,12/31/1999,-0.072401054,40,-0.43327875,-0.23195105,9.573572,-2.82E-03,10.64,NA,1.01E+00,NA,NA,NA,NA,-3,-2,0.009009009,-0.008695652,0.56,0.55,-1,3/26/1999
P56232,1/23/2001,12/14/2000,4,2000,12/31/2000,-0.007478261,40,0.709211675,-0.219338412,9.770766,-3.50E-03,9.55,-1.33E+00,2.93E+00,6.11E-04,NA,1.438512035,0.0328732,0,-1,-0.009009009,0,0.55,0.56,1,3/25/2000
P56232,1/22/2002,12/20/2001,4,2001,12/31/2001,-0.028214738,40,-0.03603509,0.082659921,9.784651,1.37E-03,8.21,2.07E+00,1.26E+00,-7.28E-04,NA,1.064263363,0.107323569,1,0,-0.008695652,-0.008695652,0.57,0.58,1,3/31/2001
P56232,1/15/2003,12/19/2002,4,2002,12/31/2002,0.028733512,40,-0.161395983,0.178311001,9.723519,1.02E-03,8.1,NA,1.24E+00,-4.15E-03,NA,0.946189046,0.073795961,1,0,0.008130081,0,0.62,0.61,-1,3/29/2002
P56232,2/15/2004,1/15/2004,4,2003,12/31/2003,0.034183092,40,-0.01906346,0.098658013,9.931468,-7.15E-03,7.43,NA,4.89E-01,NA,NA,NA,0.067164179,1,13,0.142857143,-0.126760563,0.88,0.66,-1,3/28/2003
P56274,12/19/1996,11/14/1996,4,1996,11/30/1996,-0.063529409,30,0.155796617,-0.017069315,9.573106,7.76E-03,12.64,9.29E-01,1.29E+00,1.06E-02,-1.55E-02,0.903832934,0.076733689,1,-1,0,0.024390244,0.41,0.41,1,2/29/1996
P56274,12/19/1997,11/20/1997,4,1997,11/30/1997,-0.079861112,30,0.072709448,0.037080285,9.550297,6.08E-03,13,1.36E-01,1.33E+00,-1.17E-01,1.83E-03,1.04495654,0.049907579,0,0,0,0,0.46,0.46,1,2/28/1997
P56274,12/23/1998,11/19/1998,4,1998,11/30/1998,0.001988072,30,0.053367447,-0.329631488,9.451167,2.87E-03,12.04,-8.13E-01,9.50E-01,1.66E-01,-3.42E-02,3.252659628,0.044852459,3,-2,0,0,0.46,0.46,1,2/27/1998
P56274,12/21/1999,11/18/1999,4,1999,11/30/1999,-0.059585493,30,-0.145448684,-0.293126031,9.337117,6.94E-03,10.74,-1.01E+00,1.58E+00,NA,NA,0.280509152,0.031112738,1,1,0.019230769,0.019230769,0.53,0.51,-1,3/5/1999
P56274,12/21/2000,11/16/2000,4,2000,11/30/2000,0.022113022,30,0.252831037,0.04121166,9.323477,9.65E-03,10.5,NA,2.32E+00,-1.85E-02,-4.65E-02,0.84758698,0.042279793,0,0,0,0,0.58,0.58,1,3/3/2000
P56274,12/20/2001,11/15/2001,4,2001,11/30/2001,0.034828089,30,0.079513463,-0.200700218,9.489225,-1.94E-03,9,NA,9.88E-01,NA,2.90E-02,NA,NA,-2,-1,0.011494253,0.107692308,0.44,0.43,-1,3/2/2001
P56274,12/19/2002,11/14/2002,4,2002,11/30/2002,0.026261771,30,0.023333156,0.080058401,9.474801,7.10E-03,8.38,NA,1.39E+00,-1.48E-02,1.43E-02,1.231417,0.063805668,0,-1,0.010752688,0.037037037,0.47,0.46,-1,3/8/2002
