PERMNO,REPDATS,STATPERS,qtr,year,FPEDATS,RETURNLead,sector,RETP1,RET2P1,SIZE,frev,LTG,SUELag,SGLag,TALag,CAPEXLag,BPLag,EPLag,anFor,anForLag,FE,FELag,actual,CONSENSUS,label,newSTATPERS
P51043,1/14/2002,12/20/2001,4,2001,12/31/2001,0.022389898,40,-0.142633155,-0.083254055,11.280508,1.70E-03,13.94,4.24E-01,1.08E+00,3.45E-01,0.00E+00,1.680058253,0.043915237,3,13,0.003584229,0.007575758,1.4,1.39,-1,3/28/2001
P51043,1/15/2003,12/19/2002,4,2002,12/31/2002,0.011814008,40,-0.169226285,-0.135913082,11.06072,1.97E-03,13.78,3.75E-01,9.36E-01,8.11E-01,-2.21E-03,0.271132225,0.025214008,0,10,0.009118541,0.015673981,1.66,1.63,-1,3/26/2002
P51043,1/21/2004,12/18/2003,4,2003,12/31/2003,0.034106061,40,0.061736668,0.008088478,11.195584,-1.55E-03,12.72,3.58E-01,1.45E+00,4.59E-01,0.00E+00,0.945006582,0.048829916,-1,2,0.005681818,0.005681818,1.77,1.75,-1,3/25/2003
P51369,1/21/1997,12/19/1996,4,1996,12/31/1996,0.266666681,45,0.198708224,-0.591766374,7.606114,-5.83E-02,17.67,1.59E+00,1.80E+00,1.90E-01,9.27E-02,0.947463954,0.025472637,1,-1,0,-0.06122449,0.06,0.06,1,3/26/1996
P51369,1/20/1998,12/18/1997,4,1997,12/31/1997,0.234375,45,-0.38716125,0.144106226,7.88822,3.71E-04,21.57,1.43E+00,2.70E+00,2.23E-01,7.21E-02,0.701613584,0.030290642,0,-1,0,0.058823529,0.27,0.27,1,3/26/1997
P51369,1/19/1999,12/17/1998,4,1998,12/31/1998,0.533923328,45,0.563106816,-0.432864628,8.174323,-2.88E-02,20.22,3.28E-01,1.84E+00,-1.45E-01,-6.51E-02,0.887425841,0.031637631,-1,0,0.076923077,0.076923077,0.07,0.06,-1,3/25/1998
P51369,1/18/2000,12/16/1999,4,1999,12/31/1999,-0.018939395,45,0.480235632,0.510563002,9.327328,4.26E-03,21.57,-8.06E-02,1.98E+00,1.52E-01,7.57E-02,1.295990239,0.0503125,1,8,0.05,0.060606061,0.42,0.38,-1,3/31/1999
P51369,1/17/2001,12/14/2000,4,2000,12/31/2000,0.176375836,45,-0.20083499,0.261832637,8.768391,-4.39E-03,23.53,3.77E-02,1.02E+00,1.51E-01,6.95E-02,0.980324839,-0.106571428,-4,1,0,0,0.66,0.66,1,3/29/2000
P51369,1/16/2002,12/20/2001,4,2001,12/31/2001,-0.00928994,45,0.044688079,0.09117167,8.605007,-2.80E-02,23.04,8.29E-02,4.35E-01,-8.93E-02,-4.69E-02,2.399312915,0.044516129,0,-10,0.011764706,0,-0.42,-0.43,-1,3/28/2001
P51369,1/14/2003,12/19/2002,4,2002,12/31/2002,-0.201383546,45,-0.26488007,-0.024867593,7.776275,-1.04E-02,20.37,NA,1.88E+00,-4.14E-02,-4.51E-02,0.979632894,0.019641826,1,-1,0.069767442,0.018181818,-0.2,-0.23,-1,3/27/2002
P51369,1/14/2004,12/18/2003,4,2003,12/31/2003,0.056974415,45,-0.123742568,-0.068748226,8.49407,-1.25E-03,16.5,-7.43E-01,5.55E-01,-2.30E-01,-1.87E-02,1.283472081,-0.037096774,0,-3,1,-0.037037037,0.04,0,-1,3/26/2003
P51377,12/5/1996,11/14/1996,4,1996,11/30/1996,0,45,0.239950998,-0.507137718,8.31464,-3.56E-02,12.64,NA,2.21E-01,NA,8.92E-02,NA,NA,1,-3,0.076923077,-0.6,0.105,0.09,-1,2/16/1996
P51377,12/9/1997,10/16/1997,4,1997,11/30/1997,-0.123036653,45,-0.076883221,-0.075689783,7.896828,3.50E-02,15.23,NA,1.48E+00,-5.15E-02,-3.98E-01,1.107544592,0.011400652,1,-2,-0.157894737,-0.157894737,0.16,0.22,1,2/14/1997
P51377,12/10/1998,11/19/1998,4,1998,11/30/1998,-0.113095239,45,-0.099444377,-0.806754108,8.094196,-1.54E-01,15.58,9.78E-01,9.19E-01,-3.34E-02,4.76E-02,4.89653981,0.099047619,-1,0,0.265822785,0.265822785,-0.145,-0.25,-1,2/20/1998
P51377,12/9/1999,11/18/1999,4,1999,11/30/1999,-0.191347748,45,0.888263656,0.410786346,9.163658,1.07E-01,15.54,1.11E+00,1.11E+00,4.67E-04,1.88E-02,0.762131307,0.041532072,1,16,0.174603175,0.213114754,0.185,0.13,-1,2/19/1999
P51377,12/7/2000,11/16/2000,4,2000,11/30/2000,0.084175088,45,-0.74054886,0.303853155,8.435845,5.64E-03,17.05,NA,9.66E-01,4.25E-02,2.40E-02,5.28455576,-0.08,-14,9,0.037037037,0.085714286,0.28,0.26,-1,2/18/2000
P51377,12/6/2001,11/15/2001,4,2001,11/30/2001,0.021905137,45,0.383126062,0.580773414,8.619229,-9.79E-02,18.5,NA,6.94E-01,-5.19E-02,-2.46E-01,0.949703347,0.010016026,0,-12,0.071428571,0.015873016,-0.13,-0.15,-1,2/16/2001
P51377,12/9/2002,11/14/2002,4,2002,11/30/2002,-0.26059109,45,-0.07931323,0.056893338,8.429882,1.40E-02,17.95,NA,4.26E-01,-5.19E-02,-7.16E-01,1.599299131,0.016644295,-1,13,1,-0.777777778,0.015,-0.02,-1,2/15/2002
P51377,12/4/2003,10/16/2003,4,2003,11/30/2003,-0.11616955,45,0.367776303,0.14596428,8.955377,4.05E-02,16.61,-1.90E+00,9.55E-01,-1.40E-02,1.97E-01,2.141529293,0.054769231,0,16,0.125,0.058823529,0.18,0.14,-1,2/14/2003
P51596,1/20/2000,12/16/1999,4,1999,12/31/1999,0.303405583,10,0.428492355,-0.542509211,7.729491,-4.66E-02,13.9,1.76E+00,1.24E+01,-4.18E-02,NA,0.630251335,0.043688623,-1,0,0.190476191,0,0.25,0.17,-1,10/8/1999
P51596,1/17/2001,12/14/2000,4,2000,12/31/2000,0.042395182,10,0.435101118,0.571653617,8.695269,1.15E-03,18.16,-2.23E-01,6.93E+00,4.32E-03,NA,1.267983827,0.033539519,-2,0,0.036144578,-0.021276596,0.43,0.4,-1,3/31/2000
P51596,1/17/2002,12/20/2001,4,2001,12/31/2001,-0.070748754,10,-0.018922972,-0.16429089,8.839493,1.85E-03,19.11,1.35E+00,8.60E-01,2.10E-03,NA,2.394271668,0.055949367,-1,3,0.043478261,0.043478261,0.6,0.55,-1,3/29/2001
P51596,1/15/2003,12/19/2002,4,2002,12/31/2002,0.070735753,10,0.025791872,-0.425682,8.545587,1.58E-03,19.3,NA,1.32E+00,-5.84E-03,NA,1.054186081,0.04411298,1,-1,0.051282051,0.023255814,0.82,0.74,-1,3/28/2002
P51596,1/21/2004,12/18/2003,4,2003,12/31/2003,0.007825745,10,-0.031391184,0.153281524,8.893989,-1.56E-05,12.38,-9.69E-01,2.40E-01,5.94E-02,NA,22.62694169,0.148785047,0,-3,0.017142857,0,0.89,0.86,-1,3/27/2003
P51706,1/14/1997,12/19/1996,4,1996,12/31/1996,0.051369865,40,0.104925941,-0.059087211,8.028527,-7.27E-04,10.57,1.60E+00,1.19E+00,1.30E-01,NA,1.03030956,0.080181054,0,1,0.050847458,0.050847458,0.31,0.28,-1,3/20/1996
P51706,1/13/1998,12/18/1997,4,1997,12/31/1997,-0.104627766,40,0.330591496,0.003232343,8.749572,8.59E-04,12.5,NA,1.49E+00,NA,NA,NA,NA,0,0,0.007751938,0.024390244,0.325,0.32,-1,3/19/1997
P51706,1/12/1999,12/17/1998,4,1998,12/31/1998,0.262683213,40,0.066712742,-0.350198648,8.732368,-4.51E-04,11.2,-3.47E-01,2.99E-01,-5.88E-02,-3.19E-02,4.583752855,0.058,0,-3,0,0,0.36,0.36,1,3/24/1998
P51706,1/12/2000,12/16/1999,4,1999,12/31/1999,-0.184079602,40,-0.128491246,0.008177181,8.801856,6.78E-04,12.17,-1.06E+00,4.08E-01,-1.89E-02,NA,9.468322989,0.102461538,1,1,-0.006134969,0.018867925,0.405,0.41,1,3/23/1999
P51706,1/12/2001,12/14/2000,4,2000,12/31/2000,-0.044499189,40,0.301946908,-0.347884409,8.561729,-3.36E-03,10.71,-4.34E-01,1.89E+00,3.54E-02,-3.31E-03,6.647793586,0.117664435,0,-4,0.006060606,-0.017751479,0.415,0.41,-1,3/23/2000
P51706,1/17/2002,12/20/2001,4,2001,12/31/2001,0.022654239,40,0.195535438,0.09973505,8.79147,3.45E-03,10.28,-6.65E-01,1.44E+00,1.64E-02,NA,1.767214552,0.104460094,0,10,0.01010101,0.01010101,0.5,0.49,-1,3/22/2001
P51706,1/15/2003,12/19/2002,4,2002,12/31/2002,0.151017249,40,-0.097968778,0.022283828,8.731378,1.67E-03,9.55,9.76E-01,2.39E-01,6.23E-02,NA,1.002093404,0.053390374,0,2,0,0.009009009,0.56,0.56,1,3/22/2002
P51706,1/14/2004,12/18/2003,4,2003,12/31/2003,0.002091551,40,0.118765278,0.026511786,9.052328,1.58E-03,9.61,1.88E+00,1.73E+00,3.54E-02,NA,0.780297328,0.053393665,1,8,0,0.016666667,0.62,0.62,1,3/22/2003
P52038,1/15/1997,12/19/1996,4,1996,12/31/1996,0.007662835,30,-0.118633022,-0.0396902,8.728935,8.13E-03,14.4,-4.75E+00,9.27E-01,-2.23E-02,-7.06E-03,1.448196567,0.065194805,-1,0,0,0.012345679,0.11,0.11,1,3/28/1996
P52038,1/14/1998,12/18/1997,4,1997,12/31/1997,-0.067219511,30,0.153330108,-0.0256061,8.74735,6.13E-03,13.3,-9.69E-01,8.80E-01,-2.42E-02,-3.58E-04,0.874861679,0.038985299,-1,1,0.010309278,0.010309278,0.1225,0.12,-1,3/27/1997
P52038,1/13/1999,12/17/1998,4,1998,12/31/1998,-0.006833713,30,0.047278277,0.023913888,9.057726,3.85E-03,13.08,-1.15E+00,8.55E-01,-1.67E-02,-2.98E-04,0.715697263,0.046259947,-1,1,0,0,0.13,0.13,1,3/26/1998
P52038,1/19/2000,12/16/1999,4,1999,12/31/1999,0.044844292,30,0.198031298,0.00227145,9.193026,5.75E-03,13.33,-2.01E+00,9.39E-01,4.82E-03,-4.50E-02,0.588618777,0.034795009,4,4,0.016393443,0.016393443,0.155,0.15,-1,3/25/1999
P52038,1/17/2001,12/14/2000,4,2000,12/31/2000,-0.100333333,30,0.402799307,0.0442885,9.544221,7.50E-03,13.79,-6.80E-01,9.29E-01,-2.07E-02,-1.06E-02,0.416419183,0.031,6,1,0.05,0.061728395,0.21,0.19,-1,3/30/2000
P52038,1/16/2002,12/20/2001,4,2001,12/31/2001,0.133104563,30,-0.112019649,-0.168802237,9.801372,4.37E-03,14.28,-1.74E+00,8.75E-01,2.32E-02,-5.63E-02,0.525490587,0.039154268,-1,-2,0.021276596,0.021276596,0.24,0.23,-1,3/29/2001
P52038,1/27/2003,12/19/2002,4,2002,12/31/2002,-0.014098693,30,0.03390955,-0.013639846,9.786357,7.29E-03,14.33,-2.98E-01,9.17E-01,-2.62E-02,-9.87E-03,0.552795386,0.051100629,1,0,0,0,0.28,0.28,1,4/4/2002
P52038,1/26/2004,12/18/2003,4,2003,12/31/2003,0.018802062,30,0.047277317,-0.143191442,9.869682,7.11E-03,14.44,-1.75E-01,1.97E+00,-3.54E-02,4.11E-04,0.451571664,0.043106084,0,0,0.03030303,0.03030303,0.34,0.32,-1,4/8/2003
P52090,1/14/1997,12/19/1996,4,1996,11/30/1996,0.050397877,30,-0.023302636,-0.187285891,7.563096,-1.83E-03,11.15,7.16E-01,9.44E-01,-1.85E-02,4.35E-04,0.747498163,0.044197002,0,-1,0,-0.016949153,0.29,0.29,1,2/27/1996
P52090,1/14/1998,12/18/1997,4,1997,11/30/1997,0.042410713,30,0.073813183,-0.010743676,7.581534,-8.18E-04,10.82,7.83E-01,8.38E-01,-9.58E-02,-5.44E-02,0.851277257,0.071598174,1,-3,0.007751938,-0.037037037,0.325,0.32,-1,2/26/1997
P52090,1/15/1999,12/17/1998,4,1998,11/30/1998,-0.127541587,30,-0.038056423,0.212196184,7.791394,-6.06E-04,11.59,7.55E-01,9.61E-01,5.80E-02,1.46E-02,0.579371328,0.041635688,0,-1,-0.028571429,-0.028571429,0.34,0.36,1,2/25/1998
P52090,1/13/2000,12/16/1999,4,1999,11/30/1999,-0.111344539,30,-0.107370836,-0.110724423,7.72188,1.88E-03,10.81,1.44E+00,9.26E-01,4.45E-03,6.95E-02,0.570831459,0.022787611,0,0,0.006535948,0.098591549,0.385,0.38,-1,2/24/1999
P52090,1/18/2001,12/14/2000,4,2000,11/30/2000,0.010745255,30,0.181635526,0.117959237,7.841562,5.96E-04,10.56,1.26E+00,1.10E+00,1.33E-02,3.94E-02,0.557179187,0.071878941,-1,-1,0,0.011235955,0.42,0.42,1,2/23/2000
P52090,1/23/2002,12/20/2001,4,2001,11/30/2001,0.053133179,30,-0.009471006,0.153453414,7.998201,4.86E-04,10.42,NA,1.13E+00,-2.25E-02,-2.59E-02,1.05215337,0.034146341,0,-1,0.005291005,0.005291005,0.475,0.47,-1,2/27/2001
P52090,1/29/2003,12/19/2002,4,2002,11/30/2002,-0.034482807,30,-0.160116736,0.14685209,8.110908,0.00E+00,10.75,-1.09E+00,1.14E+00,8.30E-02,-3.78E-02,0.915908958,0.087683616,0,-2,0,0,0.55,0.55,1,2/27/2002
P52090,1/28/2004,12/18/2003,4,2003,11/30/2003,-0.013953491,30,0.039568476,0.087901439,8.277988,-1.90E-03,10.74,-5.81E-01,1.12E+00,-5.12E-02,-1.99E-02,2.647086296,0.066037736,0,0,0,0,0.61,0.61,1,3/5/2003
P52230,1/27/1997,12/19/1996,4,1996,12/31/1996,0.125448033,20,-0.027853571,0.053697107,7.620166,2.93E-03,24.5,NA,1.06E+00,-1.65E-02,-3.82E-01,2.233560969,0.029583333,0,3,0.035886449,0.035886449,0.0967,0.09,-1,4/2/1996
P52230,1/26/1998,12/18/1997,4,1997,12/31/1997,0.127604172,20,-0.031113467,0.071901326,8.202022,2.75E-03,25.61,7.87E-01,1.97E+00,1.41E-01,4.96E-02,0.768242833,0.048842105,0,0,0.054545454,0.054545454,0.145,0.13,-1,4/1/1997
P52230,1/25/1999,12/17/1998,4,1998,12/31/1998,-0.151685387,20,-0.513803705,-0.010434849,8.308818,2.22E-03,28.86,2.12E-01,1.41E+00,3.49E-02,3.00E-04,4.343765645,0.020571429,1,5,0,0,0.19,0.19,1,3/31/1998
P52230,1/25/2000,12/16/1999,4,1999,12/31/1999,0.288962096,20,-0.163964991,-0.739264668,7.830272,-8.27E-04,20.23,NA,6.34E+00,-3.49E-02,3.65E-02,0.4928286,0.046990496,0,3,0.037974684,0.037974684,0.205,0.19,-1,3/31/1999
P52230,1/23/2001,12/14/2000,4,2000,12/31/2000,0.009433962,20,-0.044832471,0.71075055,8.447913,1.78E-03,23,-4.76E-01,4.13E-01,-6.93E-02,-3.52E-02,0.479618194,0.016863753,0,0,0,0.019607843,0.26,0.26,1,3/29/2000
P52230,1/22/2002,12/20/2001,4,2001,12/31/2001,-0.017977582,20,-0.018430626,-0.172230462,8.449044,-1.54E-02,19.19,NA,1.09E+00,NA,4.71E-02,NA,NA,0,-2,-0.125,-0.125,0.07,0.09,1,3/28/2001
P52230,1/23/2003,12/19/2002,4,2002,12/31/2002,-0.058969628,20,-0.355422099,-0.142150004,7.920571,-9.39E-03,18.86,NA,6.75E-01,NA,3.34E-02,NA,0.033382789,-1,-17,1,-1,0.02,-0.01,-1,3/27/2002
P52230,1/27/2004,12/18/2003,4,2003,12/31/2003,0.006426719,20,0.119952658,0.088455907,8.29636,-5.00E-04,18.29,-1.55E+00,6.99E-01,-2.56E-01,-1.25E-01,14.18163694,0.04,-1,0,0,0,0.03,0.03,1,3/26/2003
P52337,1/7/1997,11/14/1996,4,1996,11/30/1996,0.222857148,35,-0.052244966,-0.050448428,9.027341,9.85E-03,14.47,1.76E+00,1.73E+00,8.48E-02,4.46E-02,1.836445276,0.098644986,0,0,0.007122815,0.007122815,0.2333,0.23,-1,3/7/1996
P52337,1/8/1998,12/18/1997,4,1997,11/30/1997,0.041509435,35,0.015691189,0.161232572,9.289627,1.00E-02,17.26,-1.98E-01,6.96E-01,-5.86E-02,-1.42E-02,1.2453024,0.07479408,0,-1,0.006073992,0.006556726,0.2733,0.27,-1,3/21/1997
P52337,1/7/1999,12/17/1998,4,1998,11/30/1998,-0.202380955,35,-0.268134747,-0.235807519,8.938543,4.02E-03,14.67,NA,8.89E-01,1.65E-01,4.40E-02,2.170879509,0.016574586,-8,-2,-0.024327785,0.005657466,0.2667,0.28,1,3/7/1998
P52337,1/11/2000,12/16/1999,4,1999,11/30/1999,-0.031914894,35,0.157511229,-0.352144004,8.99124,4.96E-03,14.6,-1.94E+00,1.60E+00,-1.15E-02,6.08E-02,4.575935781,0.066086956,3,-9,0.011822834,0,0.2867,0.28,-1,3/19/1999
P52337,1/4/2001,12/14/2000,4,2000,11/30/2000,-0.018396648,35,0.636780075,0.251460966,9.602754,1.02E-02,13.78,1.23E-01,9.49E-01,1.61E-02,-1.31E-02,1.21228772,0.052477064,1,8,0.043478261,0.032258065,0.36,0.33,-1,3/11/2000
P52337,1/4/2002,11/15/2001,4,2001,11/30/2001,0.086341955,35,0.08779103,0.116122423,10.096757,1.39E-02,16.15,-2.63E+00,4.77E-01,-9.14E-02,1.21E-02,1.162983777,-0.157559199,6,5,0.054762149,0.044035391,0.5133,0.46,-1,3/15/2001
P52337,1/13/2003,12/19/2002,4,2002,11/30/2002,0.096951231,35,-0.947262627,0.133501796,NA,-9.65E-03,18.46,NA,8.11E-01,NA,-4.57E-03,NA,NA,-6,10,0.028571429,0.038167939,0.72,0.68,-1,3/13/2002
P52337,3/15/2004,2/19/2004,4,2003,12/31/2003,-0.071547471,35,-0.234889459,0.002359087,8.917288,-1.85E-02,11.11,-2.71E-01,1.66E+00,1.49E-01,-2.21E-02,2.59467868,0.055182699,-14,-1,0.555555556,-0.222222222,0.07,0.02,-1,NA
P52476,1/21/1997,12/19/1996,4,1996,12/31/1996,0.028571429,20,0.0329904,0.107971334,8.397695,1.06E-03,16,1.90E-01,1.09E+00,-4.61E-02,-1.04E-02,0.286037513,0.037109743,0,0,0,0.032258065,0.36,0.36,1,3/27/1996
P52476,1/21/1998,12/18/1997,4,1997,12/31/1997,-0.072310403,20,-0.134554182,-0.051312887,8.527863,-5.88E-03,16.14,8.92E-01,1.06E+00,-1.54E-02,-2.63E-02,0.240602078,0.036075732,0,0,-0.01369863,-0.01369863,0.36,0.37,1,3/26/1997
P52476,1/21/1999,12/17/1998,4,1998,12/31/1998,0.157221213,20,-0.169548637,-0.185626124,8.473802,-9.77E-04,16.93,1.71E-01,7.50E-01,-1.58E-02,-1.57E-03,0.322587656,0.036039604,0,-7,-0.138888889,0,0.31,0.41,1,3/27/1998
P52476,1/25/2000,12/16/1999,4,1999,12/31/1999,-0.087533154,20,-0.537817825,-0.076912024,8.057504,-3.52E-04,16.61,-2.69E-01,9.09E-01,-1.07E-01,-3.85E-02,0.577173348,0.03047619,-1,-1,0,0,0.45,0.45,1,3/31/1999
P52476,1/25/2001,12/14/2000,4,2000,12/31/2000,0.033551186,20,0.210950989,0.139993878,8.267902,-7.65E-04,16.67,5.15E-01,1.45E+00,3.22E-02,2.25E-03,0.390048401,0.041552511,-2,-1,-0.009708738,-0.009708738,0.51,0.52,1,3/30/2000
P52476,1/24/2002,12/20/2001,4,2001,12/31/2001,0.042650133,20,0.130457543,0.250344499,8.098409,-1.95E-02,11.71,0.00E+00,1.02E+00,3.70E-02,-4.00E-03,0.305139398,0.031372549,1,2,0,0,0.32,0.32,1,3/29/2001
P52476,1/23/2003,12/19/2002,4,2002,12/31/2002,0.160080075,20,-0.125438044,0.136029921,8.052009,0.00E+00,13.1,1.47E+00,8.18E-01,-6.02E-03,-5.03E-03,0.392142971,0.046458142,0,0,0,0,0.38,0.38,1,3/29/2002
P52476,1/22/2004,12/18/2003,4,2003,12/31/2003,0.061632663,20,-0.157596345,0.044349436,8.086764,-3.83E-04,8.62,-1.96E-01,7.71E-01,-4.36E-03,-6.09E-03,0.246336318,0.039615385,0,-3,0,0,0.4,0.4,1,4/4/2003
P52695,2/4/1997,12/19/1996,4,1996,12/31/1996,0.025889969,20,-0.108732926,0.034010541,8.354079,-2.68E-04,11.68,8.04E-01,9.65E-01,-9.70E-02,-1.89E-02,1.121530174,0.029550562,0,0,-0.009174312,-0.009174312,0.54,0.55,1,3/23/1996
P52695,2/3/1998,12/18/1997,4,1997,12/31/1997,0.008649351,20,-0.02670987,0.153674036,8.465616,9.22E-04,12,1.28E-01,1.25E+00,8.41E-02,-1.46E-02,2.428259737,0.052837838,1,0,0.008,0,0.63,0.62,-1,3/22/1997
P52695,2/3/1999,1/14/1999,4,1998,12/31/1998,0.095705524,20,-0.167021876,-0.159624409,8.266716,-4.06E-03,10.91,1.67E-01,9.24E-01,3.68E-02,2.68E-02,1.224996185,0.034018692,-1,-1,0.061538462,0.045454545,0.69,0.61,-1,3/24/1998
P52695,1/31/2000,12/16/1999,4,1999,12/31/1999,0.002614379,20,-0.149514956,0.215601352,8.403986,-7.93E-03,12.19,1.19E+00,1.19E+00,1.27E-01,-3.29E-02,1.371183983,0.037218464,-4,0,-0.302325581,-0.318181818,0.3,0.56,1,3/24/1999
P52695,1/30/2001,12/14/2000,4,2000,12/31/2000,0.078904137,20,0.279969318,-0.334464998,8.139894,-3.69E-03,12.31,-7.93E-01,1.04E+00,-1.34E-01,-6.00E-03,2.85845659,0.073253012,0,1,0.00990099,0.00990099,0.51,0.5,-1,3/28/2000
P52695,1/29/2002,12/20/2001,4,2001,12/31/2001,0.131249979,20,0.183342225,0.17175488,8.407503,-1.63E-03,12.06,NA,1.49E+00,NA,2.64E-02,NA,NA,1,0,0.024,0.024,0.64,0.61,-1,3/27/2001
P52695,1/29/2003,12/19/2002,4,2002,12/31/2002,-0.082444228,20,0.080007751,0.106938237,8.459634,-8.42E-04,11.61,-5.95E-02,8.91E-01,4.31E-03,-7.82E-02,1.605973358,0.049945946,-2,-1,-0.007518797,0,0.66,0.67,1,3/27/2002
P52695,1/29/2004,12/18/2003,4,2003,12/31/2003,0.015826125,20,-0.093742658,-0.185732157,8.369501,-2.45E-03,10.55,-6.66E-01,9.94E-01,-1.11E-01,-1.94E-02,1.642439191,0.046935484,-3,-10,0.007518797,0.007518797,0.67,0.66,-1,3/27/2003
P52919,1/27/1997,12/19/1996,4,1996,12/31/1996,0.032208588,40,0.021197155,0.035714056,9.500994,1.14E-02,10.36,-1.66E+00,6.44E-01,-5.93E-01,-6.93E-04,6.970565323,0.024,1,1,0.034852547,0.04,0.4825,0.45,-1,3/26/1996
P52919,1/20/1998,12/18/1997,4,1997,12/31/1997,0.05936747,40,0.052629033,0.123820113,10.103971,1.45E-02,11.5,-8.47E-01,6.69E-01,-3.31E-01,-2.40E-03,17.07450117,0.155402299,0,3,-0.020920502,-0.029045643,0.585,0.61,1,3/26/1997
P52919,1/19/1999,12/17/1998,4,1998,12/31/1998,-0.048728812,40,-0.306649568,-0.034931989,10.08925,-2.05E-02,12.31,4.26E-01,1.14E+00,6.60E-02,4.58E-04,1.544222117,0.063841808,1,-1,0.146666667,0.146666667,0.43,0.32,-1,3/24/1998
P52919,1/25/2000,12/16/1999,4,1999,12/31/1999,0.041260313,40,-0.1098891,0.008138686,10.340887,5.14E-03,12,7.31E-02,1.05E+00,1.15E-01,-2.62E-04,1.062973921,0.086037736,3,0,0.153846154,0.015151515,0.9,0.66,-1,3/24/1999
P52919,1/23/2001,12/14/2000,4,2000,12/31/2000,0.065591201,40,0.387343531,0.360126149,10.922511,7.12E-03,14,-1.63E+00,1.55E+01,8.81E-01,6.81E-03,16.38311409,0.204819277,-2,-2,0.010869565,0,0.93,0.91,-1,3/28/2000
P52919,1/23/2002,12/20/2001,4,2001,12/31/2001,-0.021872591,40,-0.106029319,-0.118842375,10.696039,-2.32E-02,12.82,8.84E-01,1.24E+00,2.43E-01,1.14E-03,4.061314048,0.103333333,-2,-13,-0.010309278,-0.102040816,0.48,0.49,1,3/29/2001
P52919,1/22/2003,12/19/2002,4,2002,12/31/2002,-0.077206858,40,0.059788086,-0.069231847,10.406143,-7.69E-03,12.92,2.70E+00,1.17E+00,-5.60E-02,9.95E-03,0.750920439,0.051136364,-2,-6,-0.015384615,0,0.64,0.66,1,3/28/2002
P52919,1/21/2004,12/18/2003,4,2003,12/31/2003,0.002387031,40,-0.048678633,-0.024158559,10.926797,1.80E-02,12.27,6.37E-02,8.81E-01,1.80E-02,1.08E-03,2.832818779,0.130197269,2,17,0.113122172,0.118181818,1.23,0.98,-1,3/27/2003
P52978,2/6/1997,1/16/1997,4,1996,12/31/1996,0.082278483,25,-0.206329644,-0.18843474,8.113628,-1.75E-03,13.22,NA,1.41E+00,-2.62E-02,9.82E-02,1.0780514,0.012827004,-1,0,0.002195171,-0.01369863,0.5022,0.5,-1,3/29/1996
P52978,2/5/1998,1/15/1998,4,1997,12/31/1997,0.050724637,25,0.10593468,0.032651362,8.343647,-3.68E-03,13.44,-6.21E-02,1.57E+00,1.59E-02,5.25E-04,1.919368398,0.02027027,-1,-1,0.006165455,-0.024390244,0.5467,0.54,-1,4/1/1997
P52978,2/4/1999,1/14/1999,4,1998,12/31/1998,-0.001683502,25,-0.047226712,-0.027566489,8.460525,-8.09E-03,14.67,-1.56E-09,1.11E+00,7.46E-02,1.06E-02,1.524746686,0.046342495,-6,0,0.018156316,-0.101995837,0.6533,0.63,-1,3/27/1998
P52978,2/8/2000,12/16/1999,4,1999,12/31/1999,0.050000001,25,-0.580307884,0.074996459,8.203751,-1.42E-03,14.72,-1.79E+00,8.34E-01,-7.94E-02,-1.38E-02,2.867501492,0.090697674,-3,-2,0.019354839,0.032679739,0.79,0.76,-1,3/26/1999
P52978,2/8/2001,1/18/2001,4,2000,12/31/2000,0.033670001,25,0.171832351,-0.181490611,7.513265,-1.28E-01,12,-1.21E+00,9.24E-01,-3.55E-01,-3.13E-02,5.376441403,0.016223776,0,0,0.093333333,-0.62962963,-0.34,-0.41,-1,4/5/2000
P52978,2/7/2002,1/17/2002,4,2001,12/31/2001,-0.13272725,25,0.176127921,0.500106264,7.939916,5.73E-03,9.4,4.30E-01,9.89E-01,6.04E-02,-3.31E-03,1.659169969,0.035761589,0,6,0,0.094339623,0.37,0.37,1,4/3/2001
P52978,2/13/2003,1/16/2003,4,2002,12/31/2002,0.009166638,25,0.054601404,-0.157601848,7.600959,-8.45E-03,11.14,-9.09E-01,1.24E+00,-2.34E-01,-1.43E-02,2.209895146,0.113857678,-2,-6,0.05,0.037037037,0.42,0.38,-1,4/2/2002
P52978,2/9/2004,1/15/2004,4,2003,12/31/2003,0.107341811,25,-0.019383124,0.383943831,8.225407,7.56E-03,10.71,1.10E+00,4.94E-01,-1.01E-01,-6.05E-03,0.92893682,0.024521073,0,0,0.083333333,0.083333333,0.65,0.55,-1,4/1/2003
P53065,2/21/1997,1/16/1997,4,1996,12/31/1996,0.018632911,25,-0.139529837,0.038403922,8.256807,0.00E+00,13.62,-7.50E-01,5.47E-01,4.79E-02,-4.85E-03,1.312507299,0.055911602,0,-1,-0.005182975,0.014778325,0.3167,0.32,1,4/3/1996
P53065,2/23/1998,1/15/1998,4,1997,12/31/1997,0.113477707,25,0.060303937,0.148509206,8.782071,4.27E-04,14.5,1.73E+00,1.39E+00,-4.50E-02,-2.59E-03,0.587412757,0.022093023,0,0,-0.006993007,-0.006993007,0.355,0.36,1,4/4/1997
